qtd,time_on,time_off,q264,q464,q750,q1264,q1864,q2564,withtoff,is_pc,is_mob
0.026316,0.176142,0.017691,0.1152,0,0.8848,0,0,0,1,0,1
0,0.031599,0,0.7397,0.2329,0.0137,0.0137,0,0,0,1,0
0.026316,0.00487,0.020603,1,0,0,0,0,0,1,0,1
0.026316,0.004365,0.078917,0.1087,0.0652,0.0652,0.0652,0.0652,0.6304,1,1,0
0,0.513166,0,0.0278,0.0901,0.0273,0.3644,0.3751,0.1153,0,1,0
0.026316,0.001263,0.020676,0.5714,0.2143,0.2143,0,0,0,1,1,0
0,0.012842,0,0.0317,0.0317,0.0317,0.0317,0.0635,0.8095,0,1,0
0.026316,0.123981,0.06523,0.4782,0.1335,0.1998,0.1483,0.0148,0.0253,1,0,1
0,0.019768,0,0.2078,0.026,0.3377,0.3896,0.039,0,0,0,1
0.026316,0.025936,0.262012,0.0547,0.0391,0.0391,0.0391,0.0391,0.7891,1,1,0
0,0.003607,0,0.4615,0.3077,0.1538,0.0769,0,0,0,1,0
0.052632,0.031311,0.043572,0.3631,0.0032,0.6083,0.0191,0.0064,0,1,1,0
0,0.113917,0,0.4194,0.2903,0.0721,0.0417,0.0398,0.1366,0,1,0
0,0.000433,0,0.5,0.25,0.25,0,0,0,0,1,0
0,0.061612,0,0.2527,0.3899,0.2996,0.0578,0,0,0,1,0
0.052632,0.010557,0.009646,0.5333,0.2889,0.1556,0.0222,0,0,1,1,0
0,0.001226,0,0.0833,0.0833,0.0833,0.0833,0.0833,0.5833,0,1,0
0.026316,0.077916,0.099301,0.6662,0.0097,0.0097,0.3145,0,0,1,1,0
0.052632,0.064329,0.085978,0.815,0.1675,0.0175,0,0,0,1,1,0
0.052632,0.057211,0.024316,0.1983,0.0075,0.0075,0.0075,0.0075,0.7718,1,1,0
0.052632,0.044249,0.048559,0.0494,0,0,0,0,0.9506,1,0,1
0.052632,0.062574,0.126711,0.1275,0.0243,0.0232,0.0232,0.0232,0.7787,1,1,0
0.026316,0.08744,0.013395,0.4544,0.1063,0.1203,0.1937,0.1165,0.0089,1,1,0
0.078947,0.110652,0.016477,0.0152,0.0147,0.021,0.0142,0.0147,0.9203,1,1,0
0,0.012409,0,0.0674,0.1011,0.2584,0.1573,0.1236,0.2921,0,0,1
0,0.167737,0,0.1345,0.1332,0.1188,0.111,0.1018,0.4008,0,1,0
0,0.002814,0,0.4667,0.2667,0.1333,0.1333,0,0,0,1,0
0,0.204675,0,0.1336,0.0062,0.0432,0.0072,0.0082,0.8016,0,1,0
0.052632,0.018734,0.016344,0.6,0.05,0.35,0,0,0,1,1,0
0.210526,0.010766,0.020039,0.0746,0.0197,0.0197,0.886,0,0,1,1,0
0.026316,0.056309,0.034362,0.1681,0.3363,0.4823,0.0022,0,0.0111,1,0,1
0,0.101796,0,0.312,0.015,0.015,0.6581,0,0,0,1,0
0,0.1194,0,0.0018,0.0582,0.1055,0.1255,0.1109,0.5982,0,1,0
0.078947,0.017243,0.023442,0.4304,0.0464,0.1561,0.3671,0,0,1,1,0
0.026316,0.127949,0.049796,0.7852,0.1222,0.063,0.0148,0.0148,0,1,0,1
0.026316,0.044369,0.038949,0.3066,0.1547,0.1492,0.1961,0.174,0.0193,1,1,0
0.026316,0.084301,0.12369,0.0148,0.04,0.0889,0.1793,0.3111,0.3659,1,0,1
0,0.006204,0,1,0,0,0,0,0,0,1,0
0.026316,0.038886,0.014997,0.4719,0.3656,0.1156,0.0469,0,0,1,1,0
0,0.019479,0,0.4468,0.2553,0.2553,0.0426,0,0,0,1,0
0.026316,0.17441,0.086779,0.0129,0.0129,0.0129,0.0129,0.016,0.9323,1,1,0
0,0.000721,0,0,1,0,0,0,0,0,0,1
0,0.092418,0,0.6268,0.3732,0,0,0,0,0,1,0
0,0.024674,0,0.6557,0.0902,0.0902,0.0738,0.0492,0.041,0,1,0
0,0.071712,0,0.003,0.003,0.003,0.003,0.003,0.9851,0,1,0
0,0.003607,0,0.55,0.4,0.05,0,0,0,0,0,1
0.026316,0.082209,0.017254,0.0218,0.0109,0.0503,0.9156,0.0014,0,1,1,0
0,0.036361,0,0.0064,0.0318,0.9299,0.0191,0,0.0127,0,0,1
0,0.060313,0,0.0459,0.0283,0.0283,0.0283,0.0283,0.841,0,1,0
0,0.001371,0,0.1111,0.1111,0.1111,0.6667,0,0,0,1,0
0,0.001948,0,0.0833,0.0833,0.0833,0.0833,0.0833,0.5833,0,1,0
0.078947,0.034918,0.057998,0.2683,0.0374,0.0296,0.6646,0,0,1,1,0
0,0.054037,0,0.0233,0.0233,0.0194,0.0194,0.0194,0.8953,0,1,0
0,0.325878,0,0.9721,0.006,0.006,0.0053,0.0053,0.0053,0,1,0
0,0.006709,0,0.0571,0.0571,0.0571,0.8286,0,0,0,1,0
0.026316,0.08845,0.03975,0.158,0.0398,0.0386,0.0386,0.0977,0.6273,1,1,0
0.052632,0.014188,0.137595,0.3381,0.0571,0.0571,0.0524,0.0524,0.4429,1,1,0
0,0.03362,0,0.5849,0.0252,0.0252,0.0252,0.0252,0.3145,0,1,0
0,0.000649,0,0.75,0.25,0,0,0,0,0,1,0
0,0.003679,0,0.2105,0.1579,0.1579,0.1579,0.2105,0.1053,0,1,0
0.078947,0.026549,0.031863,0.1894,0.4642,0.3464,0,0,0,1,0,1
0,0.002453,0,0.0625,0.0625,0.0625,0.0625,0.0625,0.6875,0,1,0
0,0.00974,0,0.8372,0.1628,0,0,0,0,0,0,1
0.026316,0.060746,0.061008,0.0556,0.0347,0.033,0.0313,0.0313,0.8142,1,1,0
0,0.094726,0,0.9406,0.0091,0.0091,0.0091,0.0091,0.0228,0,1,0
0,0.048842,0,0.5802,0.0189,0.4009,0,0,0,0,0,1
0,0.010461,0,0.2941,0.4314,0.2745,0,0,0,0,1,0
0,0.565111,0,0.6445,0.0638,0.0368,0.2548,0,0,0,1,0
0,0.021138,0,0.2222,0.3889,0.3889,0,0,0,0,1,0
0,0.024024,0,0.0088,0,0.0088,0,0.0088,0.9735,0,1,0
0.052632,0.201092,0.062464,0.0552,0.1905,0.7521,0.0023,0,0,1,1,0
0,0.016016,0,0.0641,0.0513,0.0385,0.0385,0.0385,0.7692,0,1,0
0,0.055479,0,0.9919,0,0,0.0081,0,0,0,0,1
0,0.015728,0,0.274,0.2466,0.3973,0.0822,0,0,0,1,0
0.131579,0.009631,0.082222,1,0,0,0,0,0,1,1,0
0.052632,0.064618,0.201805,0.5544,0.255,0.1906,0,0,0,1,1,0
0,0.018541,0,0.0112,0.0112,0.2584,0.7191,0,0,0,1,0
0.026316,0.02673,0.012231,0.6557,0.0656,0.0656,0.0738,0.0984,0.041,1,1,0
0,0.343265,0,0.1589,0.1495,0.1367,0.5549,0,0,0,1,0
0,0.01277,0,0.175,0.825,0,0,0,0,0,0,1
0,0.070341,0,0.1185,0.0426,0.0426,0.0426,0.0426,0.7112,0,1,0
0,0.006565,0,0.2105,0.1579,0.2632,0.1579,0.2105,0,0,1,0
0,0.128201,0,0.4328,0.0454,0.0454,0.192,0.2548,0.0297,0,1,0
0,0.012842,0,0.0317,0.0159,0.0159,0.9365,0,0,0,1,0
0.026316,0.008982,0.011575,0.0462,0.0308,0.0308,0.8923,0,0,1,1,0
0,0.006204,0,0.122,0.122,0.122,0.122,0.122,0.3902,0,1,0
0.026316,0.016449,0.12631,0.0955,0.1146,0.1338,0.6561,0,0,1,1,0
0,0.01479,0,0,0,0.0169,0,0.0169,0.9661,0,1,0
0,0.000505,0,0.0909,0,0,0,0,0.9091,0,0,1
0,0.004329,0,0.0435,0.0435,0.0435,0.0435,0.0435,0.7826,0,1,0
0,0.021355,0,0.02,0.01,0.01,0.01,0.01,0.94,0,1,0
0,0.113628,0,0.8776,0.0933,0.0204,0.0087,0,0,0,1,0
0,0.000289,0,0.3333,0.1667,0.3333,0.1667,0,0,0,1,0
0,0.024241,0,0.2018,0.0263,0.0263,0.0263,0.0263,0.693,0,1,0
0.026316,0.033259,0.033634,0.2862,0.0535,0.0535,0.0472,0.044,0.5157,1,1,0
0.026316,0.088053,0.059479,0.4541,0.0086,0.0086,0.5288,0,0,1,1,0
0.026316,0.010858,0.151573,0.0254,0,0.0254,0,0.0085,0.9407,1,0,1
0.026316,0.026874,0.019875,0.3515,0,0.6485,0,0,0,1,0,1
0,0.044874,0,0.1182,0.133,0.1034,0.1675,0.3448,0.133,0,1,0
0,0.204098,0,0.1705,0.0826,0.0795,0.0764,0.0754,0.5155,0,1,0
0,0.042782,0,0.1561,0.7707,0.0732,0,0,0,0,0,1
0.052632,0.034197,0.032906,0.8039,0.1704,0.0257,0,0,0,1,0,1
0,0.019768,0,0.0208,0.0104,0.0104,0.0104,0.0104,0.9375,0,1,0
0,0.010461,0,0.0286,0.0286,0.0143,0.0714,0.4857,0.3714,0,0,1
0,0.196306,0,0.5383,0.0802,0.0899,0.2503,0.0413,0,0,1,0
0.026316,0.082606,0.020676,1,0,0,0,0,0,1,1,0
0,0.001659,0,0.2,0.8,0,0,0,0,0,0,1
0,0.010317,0,0.6327,0.2449,0.1224,0,0,0,0,1,0
0,0.345213,0,0.1602,0.3837,0.2772,0.0968,0.055,0.0272,0,1,0
0,0.005122,0,0.0385,0.0385,0.0385,0.0385,0.0385,0.8077,0,1,0
0,0.092345,0,0.0258,0.0235,0.0235,0.0235,0.0211,0.8826,0,1,0
0,0.036577,0,0.3059,0.0765,0.0765,0.0824,0.0706,0.3882,0,1,0
0,0.000433,0,0.1667,0.1667,0.1667,0.3333,0.1667,0,0,1,0
0.105263,0.024919,0.02983,0.0039,0,0.0019,0.0811,0.2046,0.7085,1,0,1
0.078947,0.042331,0.01109,0.5612,0.029,0.0542,0.0265,0.0265,0.3026,1,1,0
0.026316,0.048517,0.167953,0.0205,0.016,0.016,0.016,0.0183,0.9132,1,1,0
0,0.003824,0,0.3333,0.1429,0.1905,0.1429,0.0952,0.0952,0,1,0
0,0.003824,0,0.0952,0.0476,0.0476,0.0476,0.7619,0,0,1,0
0,0.17928,0,0.0048,0.0048,0.0048,0.0048,0.006,0.9749,0,1,0
0,0.296155,0,0.0044,0.0037,0.0037,0.9883,0,0,0,1,0
0.026316,0.079864,0.042589,0.5602,0.0616,0.0644,0.0742,0.07,0.1695,1,1,0
0,0.038886,0,0.3802,0.0521,0.1094,0.0573,0.0625,0.3385,0,1,0
0,0.000794,0,0.2,0,0.8,0,0,0,0,1,0
0.026316,0.026441,0.08525,1,0,0,0,0,0,1,1,0
0,0.046173,0,0.5069,0.0461,0.0461,0.0369,0.0599,0.3041,0,1,0
0.052632,0.030589,0.170319,0.0486,0.0417,0.0741,0.0417,0.0486,0.7454,1,1,0
0,0.028569,0,0.6581,0.3248,0.0171,0,0,0,0,1,0
0.052632,0.127384,0.014742,0.0073,0.0073,0.0068,0.0056,0.0068,0.9662,1,1,0
0,0.008297,0,0.7179,0.0513,0.0513,0.0513,0.1282,0,0,1,0
0,0.015511,0,0.0132,0.0132,0.0132,0.0132,0.0132,0.9342,0,1,0
0,0.065147,0,0.0994,0.1433,0.3363,0.0468,0.3626,0.0117,0,0,1
0,0.084626,0,0.9887,0,0,0,0,0.0113,0,0,1
0.026316,0.101688,0.038949,0.8881,0.1119,0,0,0,0,1,1,0
0,0.000794,0,1,0,0,0,0,0,0,0,1
0.052632,0.150206,0.023369,0,0.0055,0,0,0,0.9945,1,0,1
0,0.019696,0,0.7128,0.0319,0.0319,0.0319,0.0319,0.1596,0,1,0
0,0.066373,0,0.6505,0.0623,0.045,0.1003,0.1419,0,0,1,0
0,0.006132,0,0.037,0.037,0.4444,0.2222,0.2593,0,0,1,0
0,0.004257,0,0.5217,0.087,0.3913,0,0,0,0,1,0
0.078947,0.030066,0.109566,0,0,0,0,0,1,1,0,1
0,0.039247,0,0.0479,0.0266,0.234,0.6915,0,0,0,1,0
0,0.048842,0,0.1328,0.1133,0.1172,0.1094,0.1133,0.4141,0,1,0
0.052632,0.021932,0.049287,0.2051,0.0128,0.0321,0.1859,0.2308,0.3333,1,1,0
0,0.004473,0,1,0,0,0,0,0,0,1,0
0,0.000505,0,0.75,0.25,0,0,0,0,0,1,0
0,0.203665,0,0.0477,0.0344,0.0311,0.0344,0.0277,0.8246,0,1,0
0,0.313109,0,0.0076,0.0076,0.0076,0.0076,0.0076,0.9622,0,1,0
0.157895,0.036361,0.043402,0.8902,0.0961,0.0137,0,0,0,1,1,0
0.105263,0.028353,0.015652,0.0044,0.0066,0.0044,0.0044,0.0066,0.9735,1,1,0
0,0.002525,0,0.3333,0.6667,0,0,0,0,0,1,0
0.078947,0.012427,0.017302,0.5681,0.4319,0,0,0,0,1,0,1
0.026316,0.086285,0.019438,0.0885,0.0594,0.0619,0.0657,0.0746,0.6498,1,1,0
0.026316,0.19526,0.030868,0.977,0.023,0,0,0,0,1,1,0
0.026316,0.001299,0.015944,0.2632,0.0526,0.2105,0.1579,0,0.3158,1,0,1
0,0.290744,0,0.6315,0.0868,0.0709,0.1371,0.0737,0,0,1,0
0,0.425366,0,0.7064,0.1426,0.0832,0.0677,0,0,0,1,0
0.052632,0.010196,0.034399,0.898,0.102,0,0,0,0,1,0,1
0,0.135849,0,0.0332,0.0253,0.03,0.8357,0.0758,0,0,1,0
0,0.017531,0,0.044,0,0.6044,0.3516,0,0,0,0,1
0,0.146671,0,0.038,0.0219,0.0263,0.038,0.0394,0.8365,0,1,0
0.026316,0.027523,0.134683,0.0144,0,0.0108,0,0.0144,0.9603,1,0,1
0,0.027704,0,0.0708,0.0708,0.2212,0.0796,0.1239,0.4336,0,1,0
0,0.003247,0,0.45,0.15,0.15,0.1,0.1,0.05,0,1,0
0,0.007647,0,0.4722,0.2222,0.2222,0.0833,0,0,0,1,0
0,0.002742,0,0.0667,0,0.0667,0.3333,0.3333,0.2,0,1,0
0,0.454729,0,0.761,0.2233,0.0157,0,0,0,0,1,0
0,0.022581,0,0.0463,0.0463,0.3889,0.0648,0.0648,0.3889,0,1,0
0,0.003247,0,1,0,0,0,0,0,0,1,0
0,0.00202,0,0.2308,0.1538,0.1538,0.0769,0.1538,0.2308,0,1,0
0,0.029147,0,0.3723,0.2482,0.1898,0.1241,0.0657,0,0,1,0
0.026316,0.092273,0.13825,0.1359,0.0265,0.0253,0.0253,0.0253,0.7615,1,1,0
0,0.029219,0,0.6842,0.2406,0.0752,0,0,0,0,1,0
0,0.140394,0,0.0359,0.0265,0.0265,0.0265,0.0281,0.8565,0,1,0
0,0.068898,0,0,1,0,0,0,0,0,0,1
0,0.000144,0,0.25,0.25,0.25,0.25,0,0,0,1,0
0.026316,0.017928,0.221389,0.157,0.1221,0.186,0.3081,0.1919,0.0349,1,1,0
0,0.005699,0,0,0,0,0,0,1,0,0,1
0,0.012842,0,0,1,0,0,0,0,0,0,1
0,0.054974,0,0.3509,0.0263,0.0263,0.0263,0.0263,0.5439,0,1,0
0,0.007214,0,0.1714,0.1714,0.1714,0.1429,0.1143,0.2286,0,1,0
0.052632,0.116586,0.043062,0.0754,0.0566,0.059,0.07,0.0931,0.646,1,1,0
0,0.010028,0,0.32,0.16,0.12,0.1,0.1,0.2,0,1,0
0,0.411803,0,0.0021,0.0998,0.1008,0.1203,0.1397,0.5373,0,1,0
0,0.26203,0,0.6036,0.1982,0.0729,0.0507,0.0409,0.0338,0,1,0
0,0.005844,0,0.5667,0.1,0.0667,0.0667,0.0667,0.1333,0,1,0
0,0.00909,0,0.2045,0.1591,0.1591,0.1591,0.1591,0.1591,0,1,0
0.026316,0.040293,0.095006,0.5632,0.0289,0.0316,0.3763,0,0,1,1,0
0,0.358127,0,0.0054,0.0054,0.0054,0.006,0.006,0.9717,0,1,0
0,0.052305,0,0.0625,0.15,0.4875,0.3,0,0,0,0,1
0,0.000938,0,0.125,0.125,0.125,0.125,0.25,0.25,0,1,0
0,0.267657,0,0.0755,0.0878,0.1066,0.2018,0.5283,0,0,1,0
0.052632,0.130895,0.054346,0.4579,0.2738,0.2128,0.0467,0.0077,0.0011,1,1,0
0.052632,0.090013,0.01598,0.5551,0.0079,0.0079,0.0079,0.0079,0.4132,1,1,0
0.052632,0.050886,0.10225,0.2012,0.0805,0.1176,0.0759,0.1269,0.3978,1,1,0
0.236842,0.013621,0.067438,0.0266,0.0047,0.0047,0.0047,0.0047,0.9547,1,1,0
0,0.265349,0,0.1499,0.0238,0.023,0.8033,0,0,0,1,0
0.052632,0.01669,0.090747,0.7305,0.2624,0.0071,0,0,0,1,1,0
0,0.039752,0,0.1457,0.1788,0.1788,0.2185,0.2583,0.0199,0,1,0
0,0.107712,0,0.0179,0.0179,0.0179,0.9462,0,0,0,1,0
0.078947,0.110328,0.044554,0.3787,0.1089,0.1048,0.0956,0.3114,5e-04,1,1,0
0.052632,0.092899,0.032542,0.9685,0.0315,0,0,0,0,1,0,1
0,0.218238,0,0.0463,0.0384,0.0374,0.0433,0.0571,0.7776,0,1,0
0,0.044008,0,0.0093,0,0.014,0,0.215,0.7617,0,0,1
0,0.054686,0,0.0078,0.0078,0.0078,0.0078,0.0078,0.9609,0,1,0
0,0.000721,0,0.5,0.1667,0.3333,0,0,0,0,1,0
0,0.015728,0,0.878,0.122,0,0,0,0,0,0,1
0.026316,0.002489,0.22816,0.5172,0.069,0.069,0.069,0.069,0.2069,1,1,0
0,0.007936,0,0.1282,0.0769,0.1026,0.0769,0.0769,0.5385,0,1,0
0.026316,0.042421,0.131698,0.2436,0.0077,0.0077,0.741,0,0,1,1,0
0,0.003463,0,0.3182,0.0909,0.1818,0.3636,0.0455,0,0,0,1
0,0.013635,0,0.1538,0.1538,0.1538,0.1846,0.1231,0.2308,0,1,0
0,0.004112,0,0.6071,0.3214,0.0714,0,0,0,0,0,1
0,0.189525,0,0.1088,0.1054,0.11,0.1259,0.1122,0.4376,0,1,0
0,0.165284,0,0.3253,0.0924,0.1032,0.0828,0.078,0.3181,0,1,0
0.026316,0.09671,0.014487,0.7359,0.1477,0.0967,0.0183,0.0013,0,1,1,0
0,0.002164,0,0.4167,0.5833,0,0,0,0,0,1,0
0,0.463459,0,0.0582,0.9409,0,9e-04,0,0,0,0,1
0.026316,0.206767,0.285891,0.0016,0,0.0042,0,0.0871,0.9071,1,1,0
0.026316,0.021355,0.094496,0.0427,0.0342,0.1282,0.047,0.0342,0.7137,1,1,0
0,0.112185,0,0.4734,0.0414,0.0434,0.0414,0.0651,0.3353,0,1,0
0,0.106558,0,0.832,0.1047,0.0331,0.0303,0,0,0,1,0
0,0.032898,0,0.0352,0,0.0352,0.007,0.1479,0.7746,0,1,0
0.131579,0.056321,0.022612,0.3081,0.0252,0.0252,0.0252,0.0265,0.5896,1,1,0
0.052632,0.022533,0.022095,0.5403,0.3993,0.0604,0,0,0,1,0,1
0.078947,0.053964,0.037784,0.357,0.1076,0.101,0.4344,0,0,1,1,0
0,0.000289,0,0.4,0.2,0.2,0.2,0,0,0,1,0
0.026316,0.017639,0.030358,0.3711,0.327,0.2704,0.0314,0,0,1,1,0
0.026316,0.036181,0.024534,0.193,0.0205,0.0234,0.7632,0,0,1,1,0
0,0.034197,0,0.0186,0.0124,0.0124,0.0124,0.0124,0.9317,0,1,0
0.026316,0.05566,0.016089,0.478,0.224,0.224,0.074,0,0,1,1,0
0.026316,0.012481,0.016162,0.437,0.0336,0.0336,0.0336,0.042,0.4202,1,1,0
0.052632,0.01378,0.137595,0.6194,0.1484,0.1355,0.0968,0,0,1,1,0
0,0.097323,0,0.1347,0.0155,0.0132,0.0132,0.011,0.8124,0,1,0
0.078947,0.065165,0.024194,0,0,8e-04,8e-04,0.0331,0.9653,1,0,1
0,0.019696,0,0.0105,0.0211,0.0105,0.9579,0,0,0,1,0
0.026316,0.030337,0.254004,0.8178,0.0607,0.0467,0.028,0.0234,0.0234,1,1,0
0.026316,0.029507,0.025917,0.1446,0.7727,0.0248,0.0289,0.0041,0.0248,1,0,1
0,0.046461,0,0.0137,0.0137,0.0137,0.0137,0.0137,0.9315,0,1,0
0,0.513022,0,0.0338,0.0248,0.0252,0.9162,0,0,0,1,0
0,0.004545,0,0.1304,0.087,0.087,0.087,0.6087,0,0,1,0
0.026316,0.049419,0.074185,0.017,0.0106,0.0085,0.0234,0.0318,0.9087,1,0,1
0,0.253084,0,0.3721,0.3013,0.1983,0.1284,0,0,0,1,0
0.026316,0.213729,0.085469,0.8026,0.0148,0.0148,0.1679,0,0,1,1,0
0,0.001226,0,0.875,0.125,0,0,0,0,0,0,1
0.026316,0.012986,0.163876,0,0,0.0439,0.4211,0.2544,0.2807,1,0,1
0,0.102013,0,0.0385,0.0385,0.0385,0.0385,0.0406,0.8056,0,1,0
0,0.000721,0,0.2,0.2,0.2,0.2,0.2,0,0,1,0
0.026316,0.04996,0.307222,0.8485,0.1182,0.0303,0.003,0,0,1,1,0
0.026316,0.052341,0.424359,0,0,0.0403,0.179,0.7718,0.0089,1,0,1
0.052632,0.123199,0.090201,0.0141,0.0129,0.0129,0.0129,0.0135,0.9336,1,1,0
0,0.438641,0,0.0073,0.0058,0.0068,0.0039,0.0044,0.9719,0,1,0
0,0.09184,0,0.041,0.0386,0.041,0.053,0.0795,0.747,0,1,0
0.026316,0.01277,0.027446,0.0083,0.0331,0.0661,0.0909,0.0496,0.7521,1,0,1
0,0.097396,0,0.991,0.009,0,0,0,0,0,1,0
0,0.000938,0,0.3333,0.3333,0.3333,0,0,0,0,1,0
0.026316,0.02507,0.010483,0.2113,0.669,0.1197,0,0,0,1,0,1
0,0.05382,0,0.3293,0.0442,0.0442,0.0522,0.0522,0.4779,0,1,0
0,0.004906,0,0.0385,0.0385,0.0385,0.0385,0.0385,0.8077,0,1,0
0.052632,0.013227,0.029557,0.7109,0.125,0.0313,0.0938,0.0391,0,1,0,1
0,0.03802,0,0.6,0.1515,0.1091,0,0.097,0.0424,0,0,1
0,0.006132,0,0.0377,0.0377,0.0377,0.8868,0,0,0,1,0
0,0.007575,0,0.025,0.025,0.025,0.025,0.025,0.875,0,1,0
0.026316,0.087945,0.057149,0.9682,0.0073,0.0073,0.0061,0.0061,0.0049,1,1,0
0,0.016305,0,0.7722,0.038,0.038,0.1519,0,0,0,1,0
0,0.013563,0,0.1395,0.1395,0.1395,0.1395,0.1395,0.3023,0,1,0
0.026316,0.026621,0.019802,0.5608,0.0745,0.0784,0.0706,0.0588,0.1569,1,1,0
0,0.00505,0,0.0769,0.0385,0.0385,0.0385,0.0385,0.7692,0,1,0
0.105263,0.054498,0.027847,0.0183,0.0061,0.0114,0.0305,0.0709,0.8627,1,0,1
0,0.391169,0,0.3251,0.0154,0.0154,0.6442,0,0,0,1,0
0.026316,0.094041,0.010847,0.4007,0.0488,0.0557,0.0546,0.1661,0.2741,1,1,0
0,0.089965,0,0.0892,0.1518,0.7084,0.0506,0,0,0,1,0
0.026316,0.032573,0.306712,0.0594,0.0548,0.0639,0.5845,0.2192,0.0183,1,1,0
0,0.159584,0,0.1723,0.0888,0.0767,0.6622,0,0,0,1,0
0,0.142414,0,0.0995,0.092,0.2383,0.368,0.1101,0.092,0,1,0
0,0.061035,0,0.9217,0.0737,0.0046,0,0,0,0,1,0
0,0.002092,0,0.1765,0.1765,0.1176,0.1176,0.1176,0.2941,0,1,0
0,0.102157,0,0.0411,0.0226,0.0226,0.9138,0,0,0,1,0
0.105263,0.014977,0.047448,0.1241,0.0414,0.1703,0.1509,0.2384,0.2749,1,0,1
0,0.019623,0,0.0104,0.0104,0.0104,0.0104,0.0104,0.9479,0,1,0
0,0.057067,0,0.0623,0.0513,0.0476,0.044,0.044,0.7509,0,1,0
0.026316,0.056489,0.124709,0.7767,0.0369,0.0369,0.0408,0.1068,0.0019,1,1,0
0.052632,0.024144,0.05795,0.173,0.7358,0.0912,0,0,0,1,0,1
0.026316,0.044874,0.032178,0.0165,0.0165,0.0235,0.0165,0.0188,0.9082,1,1,0
0.052632,0.140755,0.019802,0.1147,0.0093,0.0093,0.0093,0.0093,0.8481,1,1,0
0,0.076257,0,0.6345,0.3655,0,0,0,0,0,1,0
0,0.155472,0,0.0056,0.0042,0.0042,0.0056,0.0042,0.9763,0,1,0
0,0.001948,0,0.3333,0.2222,0.1111,0.3333,0,0,0,1,0
0,0.056634,0,0.1455,0.1455,0.1493,0.1381,0.1381,0.2836,0,1,0
0.052632,0.094077,0.015725,0.2024,0.0114,0.0326,0.0129,0.0417,0.699,1,1,0
0,0.070702,0,0.1269,0.0867,0.1269,0.0991,0.0867,0.4737,0,1,0
0.026316,0.132891,0.076369,0.9642,0.0065,0.0065,0.0057,0.0057,0.0114,1,1,0
0,0.065652,0,0.2847,0.5985,0.1168,0,0,0,0,0,1
0,0.020922,0,0.4848,0.5152,0,0,0,0,0,1,0
0,0.124089,0,0.7491,0.0242,0.0242,0.0225,0.0277,0.1522,0,1,0
0.026316,0.057499,0.052271,0.0449,0.0318,0.0299,0.0299,0.0299,0.8336,1,1,0
0,0.171272,0,0.0013,0.0013,0.0013,0.0013,0.0013,0.9937,0,1,0
0,0.117668,0,0.0493,0.222,0.7268,0,0,0.0019,0,0,1
0,0.458986,0,0.047,0.0131,0.0116,0.9282,0,0,0,1,0
0,0.161821,0,0,0,0,0.0486,0.0513,0.9001,0,0,1
0,0.427675,0,0.6139,0.1749,0.122,0.0643,0.0211,0.0038,0,1,0
0.210526,0.018557,0.036838,0.0028,0.0014,0.0055,0,0.1045,0.8858,1,1,0
0,0.002597,0,0,1,0,0,0,0,0,0,1
0.105263,0.016983,0.100775,0.5544,0.1013,0.1241,0.1367,0.0608,0.0228,1,1,0
0,0.00606,0,0.0476,0,0.0238,0.8095,0.0476,0.0714,0,0,1
0,0.029868,0,0.0276,0.0276,0.0276,0.0276,0.0345,0.8552,0,1,0
0,0.32761,0,0.04,0.0386,0.0393,0.0456,0.0589,0.7777,0,1,0
0.026316,0.005483,0.00961,0.08,0.08,0.18,0.66,0,0,1,1,0
0.026316,0.119292,0.135629,0.0054,0.0054,0.0054,0.0054,0.1764,0.802,1,1,0
0.026316,0.058546,0.072292,0.547,0.116,0.1584,0.1418,0.0368,0,1,1,0
0,0.005411,0,0.0741,0.0741,0.0741,0.0741,0.037,0.6667,0,1,0
0.052632,0.152731,0.014706,0.0975,0.1075,0.1175,0.1308,0.3492,0.1975,1,1,0
0,0.019768,0,0.0851,0.0851,0.0851,0.0851,0.0851,0.5745,0,1,0
0,0.000866,0,0,0,1,0,0,0,0,1,0
0,0.004906,0,0.6667,0.3333,0,0,0,0,0,1,0
0,0.063992,0,0.1433,0.1126,0.0512,0.6928,0,0,0,1,0
0.026316,0.242515,0.06472,0.3792,0.0226,0.0213,0.0213,0.0248,0.5307,1,1,0
0,0.036722,0,0.8022,0.033,0.033,0.033,0.033,0.0659,0,1,0
0,0.061972,0,0.9595,0.0405,0,0,0,0,0,1,0
0.078947,0.045596,0.174529,0.3384,0.0495,0.0448,0.0425,0.0401,0.4847,1,1,0
0.052632,0.112426,0.030358,1,0,0,0,0,0,1,1,0
0.078947,0.093139,0.084668,0.7741,0.1222,0.0739,0.0287,0.001,0,1,1,0
0.026316,0.028317,0.136648,1,0,0,0,0,0,1,1,0
0,0.057211,0,0.251,0,0.0157,0.0314,0.2549,0.4471,0,0,1
0.052632,0.044922,0.022059,0.2804,0.2204,0.4992,0,0,0,1,0,1
0.026316,0.01479,0.134683,0.8261,0,0,0.087,0,0.087,1,0,1
0,0.301998,0,0.0456,0.0427,0.042,0.0492,0.508,0.3126,0,1,0
0,0.014573,0,0.4107,0.2143,0.2143,0.125,0.0357,0,0,1,0
0.052632,0.087295,0.010957,0.0238,0.0139,0.0131,0.9492,0,0,1,1,0
0.026316,0.092093,0.182659,0.1141,0.0503,0.0393,0.0491,0.0491,0.6982,1,1,0
0,0.031599,0,0.0128,0,0,0,0,0.9872,0,0,1
